model_id,instrument_id,contract_id,decision_time,signal_available_at,label_start,label_end,label_available_at,signal,forward_return
ES-model,ES,ES-synthetic,2025-05-07T00:00:00Z,2025-05-07T00:00:00Z,2025-05-07T00:00:00Z,2025-05-08T00:00:00Z,2025-05-08T00:00:00Z,2.4412144079192375,0.030689300315297735
ES-model,ES,ES-synthetic,2025-05-08T00:00:00Z,2025-05-08T00:00:00Z,2025-05-08T00:00:00Z,2025-05-09T00:00:00Z,2025-05-09T00:00:00Z,3.4700675828246226,0.040748266886181134
ES-model,ES,ES-synthetic,2025-05-09T00:00:00Z,2025-05-09T00:00:00Z,2025-05-09T00:00:00Z,2025-05-10T00:00:00Z,2025-05-10T00:00:00Z,2.4692160522482527,0.031593796011217035
ES-model,ES,ES-synthetic,2025-05-10T00:00:00Z,2025-05-10T00:00:00Z,2025-05-10T00:00:00Z,2025-05-11T00:00:00Z,2025-05-11T00:00:00Z,1.940497144364778,0.03384091103218516
ES-model,ES,ES-synthetic,2025-05-11T00:00:00Z,2025-05-11T00:00:00Z,2025-05-11T00:00:00Z,2025-05-12T00:00:00Z,2025-05-12T00:00:00Z,1.3223652249628988,0.012887833990680823
ES-model,ES,ES-synthetic,2025-05-12T00:00:00Z,2025-05-12T00:00:00Z,2025-05-12T00:00:00Z,2025-05-13T00:00:00Z,2025-05-13T00:00:00Z,0.31638406910135564,-0.0049725832029528785
ES-model,ES,ES-synthetic,2025-05-13T00:00:00Z,2025-05-13T00:00:00Z,2025-05-13T00:00:00Z,2025-05-14T00:00:00Z,2025-05-14T00:00:00Z,-1.271556736421018,-0.010077579285131826
ES-model,ES,ES-synthetic,2025-05-14T00:00:00Z,2025-05-14T00:00:00Z,2025-05-14T00:00:00Z,2025-05-15T00:00:00Z,2025-05-15T00:00:00Z,0.6563397010019141,-0.0032581753582751416
ES-model,ES,ES-synthetic,2025-05-15T00:00:00Z,2025-05-15T00:00:00Z,2025-05-15T00:00:00Z,2025-05-16T00:00:00Z,2025-05-16T00:00:00Z,-0.04347744624750005,-0.008642448696674881
ES-model,ES,ES-synthetic,2025-05-16T00:00:00Z,2025-05-16T00:00:00Z,2025-05-16T00:00:00Z,2025-05-17T00:00:00Z,2025-05-17T00:00:00Z,-0.5329603116886183,0.003253050305061015
ES-model,ES,ES-synthetic,2025-05-17T00:00:00Z,2025-05-17T00:00:00Z,2025-05-17T00:00:00Z,2025-05-18T00:00:00Z,2025-05-18T00:00:00Z,-1.8766522025933259,0.004406713114482199
ES-model,ES,ES-synthetic,2025-05-18T00:00:00Z,2025-05-18T00:00:00Z,2025-05-18T00:00:00Z,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,-1.1603174436400758,-0.003461642721882041
ES-model,ES,ES-synthetic,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,2025-05-19T00:00:00Z,2025-05-20T00:00:00Z,2025-05-20T00:00:00Z,-2.0076554864952936,-0.00978580304670569
ES-model,ES,ES-synthetic,2025-05-20T00:00:00Z,2025-05-20T00:00:00Z,2025-05-20T00:00:00Z,2025-05-21T00:00:00Z,2025-05-21T00:00:00Z,-0.5311780054062044,-0.00952380492849857
ES-model,ES,ES-synthetic,2025-05-21T00:00:00Z,2025-05-21T00:00:00Z,2025-05-21T00:00:00Z,2025-05-22T00:00:00Z,2025-05-22T00:00:00Z,-1.8243275497032494,0.0026553179680710113
ES-model,ES,ES-synthetic,2025-05-22T00:00:00Z,2025-05-22T00:00:00Z,2025-05-22T00:00:00Z,2025-05-23T00:00:00Z,2025-05-23T00:00:00Z,-1.1145074583907328,-0.011075358628094173
ES-model,ES,ES-synthetic,2025-05-23T00:00:00Z,2025-05-23T00:00:00Z,2025-05-23T00:00:00Z,2025-05-24T00:00:00Z,2025-05-24T00:00:00Z,1.1849683700215874,-0.002902906552008683
ES-model,ES,ES-synthetic,2025-05-24T00:00:00Z,2025-05-24T00:00:00Z,2025-05-24T00:00:00Z,2025-05-25T00:00:00Z,2025-05-25T00:00:00Z,1.5841378523284777,0.019496644833231883
ES-model,ES,ES-synthetic,2025-05-25T00:00:00Z,2025-05-25T00:00:00Z,2025-05-25T00:00:00Z,2025-05-26T00:00:00Z,2025-05-26T00:00:00Z,1.9266249010391658,0.02173999198437282
ES-model,ES,ES-synthetic,2025-05-26T00:00:00Z,2025-05-26T00:00:00Z,2025-05-26T00:00:00Z,2025-05-27T00:00:00Z,2025-05-27T00:00:00Z,2.106174052090516,0.01887772466827441
ES-model,ES,ES-synthetic,2025-05-27T00:00:00Z,2025-05-27T00:00:00Z,2025-05-27T00:00:00Z,2025-05-28T00:00:00Z,2025-05-28T00:00:00Z,0.7436147173644791,0.033721951805585675
ES-model,ES,ES-synthetic,2025-05-28T00:00:00Z,2025-05-28T00:00:00Z,2025-05-28T00:00:00Z,2025-05-29T00:00:00Z,2025-05-29T00:00:00Z,2.194165020885055,0.017879078336577866
ES-model,ES,ES-synthetic,2025-05-29T00:00:00Z,2025-05-29T00:00:00Z,2025-05-29T00:00:00Z,2025-05-30T00:00:00Z,2025-05-30T00:00:00Z,1.1094605541196059,-0.006719176778018943
ES-model,ES,ES-synthetic,2025-05-30T00:00:00Z,2025-05-30T00:00:00Z,2025-05-30T00:00:00Z,2025-05-31T00:00:00Z,2025-05-31T00:00:00Z,0.11311151319680857,-0.022476745521853393
ES-model,ES,ES-synthetic,2025-05-31T00:00:00Z,2025-05-31T00:00:00Z,2025-05-31T00:00:00Z,2025-06-01T00:00:00Z,2025-06-01T00:00:00Z,-0.5323694027039271,-0.025088277130772153
ES-model,ES,ES-synthetic,2025-06-01T00:00:00Z,2025-06-01T00:00:00Z,2025-06-01T00:00:00Z,2025-06-02T00:00:00Z,2025-06-02T00:00:00Z,0.8865336858221398,-0.014513969107169022
ES-model,ES,ES-synthetic,2025-06-02T00:00:00Z,2025-06-02T00:00:00Z,2025-06-02T00:00:00Z,2025-06-03T00:00:00Z,2025-06-03T00:00:00Z,0.19043065251023727,-0.010852033938824146
ES-model,ES,ES-synthetic,2025-06-03T00:00:00Z,2025-06-03T00:00:00Z,2025-06-03T00:00:00Z,2025-06-04T00:00:00Z,2025-06-04T00:00:00Z,0.060201098946857476,-0.006191747836466004
ES-model,ES,ES-synthetic,2025-06-04T00:00:00Z,2025-06-04T00:00:00Z,2025-06-04T00:00:00Z,2025-06-05T00:00:00Z,2025-06-05T00:00:00Z,0.49614881122404697,0.00026540359775452935
ES-model,ES,ES-synthetic,2025-06-05T00:00:00Z,2025-06-05T00:00:00Z,2025-06-05T00:00:00Z,2025-06-06T00:00:00Z,2025-06-06T00:00:00Z,0.8245272536830583,0.009213102818418117
ES-model,ES,ES-synthetic,2025-06-06T00:00:00Z,2025-06-06T00:00:00Z,2025-06-06T00:00:00Z,2025-06-07T00:00:00Z,2025-06-07T00:00:00Z,1.039363503893081,0.0050944020559262684
ES-model,ES,ES-synthetic,2025-06-07T00:00:00Z,2025-06-07T00:00:00Z,2025-06-07T00:00:00Z,2025-06-08T00:00:00Z,2025-06-08T00:00:00Z,0.26490555138841815,0.028596907573443967
ES-model,ES,ES-synthetic,2025-06-08T00:00:00Z,2025-06-08T00:00:00Z,2025-06-08T00:00:00Z,2025-06-09T00:00:00Z,2025-06-09T00:00:00Z,0.5328789647626164,0.023279953911652936
ES-model,ES,ES-synthetic,2025-06-09T00:00:00Z,2025-06-09T00:00:00Z,2025-06-09T00:00:00Z,2025-06-10T00:00:00Z,2025-06-10T00:00:00Z,-1.5176285110423693,0.02046788187048624
ES-model,ES,ES-synthetic,2025-06-10T00:00:00Z,2025-06-10T00:00:00Z,2025-06-10T00:00:00Z,2025-06-11T00:00:00Z,2025-06-11T00:00:00Z,-1.996327876043765,0.0036928893149473395
ES-model,ES,ES-synthetic,2025-06-11T00:00:00Z,2025-06-11T00:00:00Z,2025-06-11T00:00:00Z,2025-06-12T00:00:00Z,2025-06-12T00:00:00Z,-1.7535831636793093,-0.009917507313726133
ES-model,ES,ES-synthetic,2025-06-12T00:00:00Z,2025-06-12T00:00:00Z,2025-06-12T00:00:00Z,2025-06-13T00:00:00Z,2025-06-13T00:00:00Z,-2.0270116614969496,-0.005117153943816031
ES-model,ES,ES-synthetic,2025-06-13T00:00:00Z,2025-06-13T00:00:00Z,2025-06-13T00:00:00Z,2025-06-14T00:00:00Z,2025-06-14T00:00:00Z,-1.2526796530444668,-0.011457101250181113
ES-model,ES,ES-synthetic,2025-06-14T00:00:00Z,2025-06-14T00:00:00Z,2025-06-14T00:00:00Z,2025-06-15T00:00:00Z,2025-06-15T00:00:00Z,-1.7980297905018439,-0.022123500918495114
ES-model,ES,ES-synthetic,2025-06-15T00:00:00Z,2025-06-15T00:00:00Z,2025-06-15T00:00:00Z,2025-06-16T00:00:00Z,2025-06-16T00:00:00Z,-0.3978817604502656,-0.029111374145176946
ES-model,ES,ES-synthetic,2025-06-16T00:00:00Z,2025-06-16T00:00:00Z,2025-06-16T00:00:00Z,2025-06-17T00:00:00Z,2025-06-17T00:00:00Z,-0.5170933720767824,-0.026556634083551328
ES-model,ES,ES-synthetic,2025-06-17T00:00:00Z,2025-06-17T00:00:00Z,2025-06-17T00:00:00Z,2025-06-18T00:00:00Z,2025-06-18T00:00:00Z,-0.6521429202631658,-0.028562818997130247
ES-model,ES,ES-synthetic,2025-06-18T00:00:00Z,2025-06-18T00:00:00Z,2025-06-18T00:00:00Z,2025-06-19T00:00:00Z,2025-06-19T00:00:00Z,-0.05367347956686963,-0.01677193975007609
ES-model,ES,ES-synthetic,2025-06-19T00:00:00Z,2025-06-19T00:00:00Z,2025-06-19T00:00:00Z,2025-06-20T00:00:00Z,2025-06-20T00:00:00Z,-0.9438006142667751,-0.0010389185915338135
ES-model,ES,ES-synthetic,2025-06-20T00:00:00Z,2025-06-20T00:00:00Z,2025-06-20T00:00:00Z,2025-06-21T00:00:00Z,2025-06-21T00:00:00Z,-0.27989951229585824,-0.001424991475692839
ES-model,ES,ES-synthetic,2025-06-21T00:00:00Z,2025-06-21T00:00:00Z,2025-06-21T00:00:00Z,2025-06-22T00:00:00Z,2025-06-22T00:00:00Z,-0.03871788489468589,-0.016270181045721827
ES-model,ES,ES-synthetic,2025-06-22T00:00:00Z,2025-06-22T00:00:00Z,2025-06-22T00:00:00Z,2025-06-23T00:00:00Z,2025-06-23T00:00:00Z,0.6040655980645895,-0.007887849116207957
ES-model,ES,ES-synthetic,2025-06-23T00:00:00Z,2025-06-23T00:00:00Z,2025-06-23T00:00:00Z,2025-06-24T00:00:00Z,2025-06-24T00:00:00Z,0.24382784073581978,-0.011130414299674731
ES-model,ES,ES-synthetic,2025-06-24T00:00:00Z,2025-06-24T00:00:00Z,2025-06-24T00:00:00Z,2025-06-25T00:00:00Z,2025-06-25T00:00:00Z,1.391950147271964,-0.018379911415827312
ES-model,ES,ES-synthetic,2025-06-25T00:00:00Z,2025-06-25T00:00:00Z,2025-06-25T00:00:00Z,2025-06-26T00:00:00Z,2025-06-26T00:00:00Z,0.3886271236454023,-0.0035978938037177517
ES-model,ES,ES-synthetic,2025-06-26T00:00:00Z,2025-06-26T00:00:00Z,2025-06-26T00:00:00Z,2025-06-27T00:00:00Z,2025-06-27T00:00:00Z,1.3921494798439418,0.015547313714091187
ES-model,ES,ES-synthetic,2025-06-27T00:00:00Z,2025-06-27T00:00:00Z,2025-06-27T00:00:00Z,2025-06-28T00:00:00Z,2025-06-28T00:00:00Z,1.3737047211218494,0.007815156315121766
ES-model,ES,ES-synthetic,2025-06-28T00:00:00Z,2025-06-28T00:00:00Z,2025-06-28T00:00:00Z,2025-06-29T00:00:00Z,2025-06-29T00:00:00Z,0.9898742382171954,0.0038085165671949382
ES-model,ES,ES-synthetic,2025-06-29T00:00:00Z,2025-06-29T00:00:00Z,2025-06-29T00:00:00Z,2025-06-30T00:00:00Z,2025-06-30T00:00:00Z,-0.2344258688199503,0.009847649008127447
ES-model,ES,ES-synthetic,2025-06-30T00:00:00Z,2025-06-30T00:00:00Z,2025-06-30T00:00:00Z,2025-07-01T00:00:00Z,2025-07-01T00:00:00Z,-2.5621356986840857,-0.0018036546152088223
ES-model,ES,ES-synthetic,2025-07-01T00:00:00Z,2025-07-01T00:00:00Z,2025-07-01T00:00:00Z,2025-07-02T00:00:00Z,2025-07-02T00:00:00Z,-0.385259016906641,-0.0005122323775653624
ES-model,ES,ES-synthetic,2025-07-02T00:00:00Z,2025-07-02T00:00:00Z,2025-07-02T00:00:00Z,2025-07-03T00:00:00Z,2025-07-03T00:00:00Z,0.40338325402964176,0.006174786041774882
ES-model,ES,ES-synthetic,2025-07-03T00:00:00Z,2025-07-03T00:00:00Z,2025-07-03T00:00:00Z,2025-07-04T00:00:00Z,2025-07-04T00:00:00Z,1.7945512300530047,-0.0020879434072038194
ES-model,ES,ES-synthetic,2025-07-04T00:00:00Z,2025-07-04T00:00:00Z,2025-07-04T00:00:00Z,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,1.6842613350621485,0.004218572746959224
ES-model,ES,ES-synthetic,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,2025-07-05T00:00:00Z,2025-07-06T00:00:00Z,2025-07-06T00:00:00Z,0.27584069767688413,0.006020416824546233
ES-model,ES,ES-synthetic,2025-07-06T00:00:00Z,2025-07-06T00:00:00Z,2025-07-06T00:00:00Z,2025-07-07T00:00:00Z,2025-07-07T00:00:00Z,0.3231325165843826,-0.00869065542452122
ES-model,ES,ES-synthetic,2025-07-07T00:00:00Z,2025-07-07T00:00:00Z,2025-07-07T00:00:00Z,2025-07-08T00:00:00Z,2025-07-08T00:00:00Z,0.5933828136878202,0.010239686076223142
ES-model,ES,ES-synthetic,2025-07-08T00:00:00Z,2025-07-08T00:00:00Z,2025-07-08T00:00:00Z,2025-07-09T00:00:00Z,2025-07-09T00:00:00Z,0.05962652984810585,0.00944440598958514
ES-model,ES,ES-synthetic,2025-07-09T00:00:00Z,2025-07-09T00:00:00Z,2025-07-09T00:00:00Z,2025-07-10T00:00:00Z,2025-07-10T00:00:00Z,-0.23919162951531772,-0.0018273426827976921
ES-model,ES,ES-synthetic,2025-07-10T00:00:00Z,2025-07-10T00:00:00Z,2025-07-10T00:00:00Z,2025-07-11T00:00:00Z,2025-07-11T00:00:00Z,-0.463061032352986,0.0008831717821826807
ES-model,ES,ES-synthetic,2025-07-11T00:00:00Z,2025-07-11T00:00:00Z,2025-07-11T00:00:00Z,2025-07-12T00:00:00Z,2025-07-12T00:00:00Z,-0.6482943180425187,0.0018894755517404429
ES-model,ES,ES-synthetic,2025-07-12T00:00:00Z,2025-07-12T00:00:00Z,2025-07-12T00:00:00Z,2025-07-13T00:00:00Z,2025-07-13T00:00:00Z,0.18298513649280768,0.01355747987963641
ES-model,ES,ES-synthetic,2025-07-13T00:00:00Z,2025-07-13T00:00:00Z,2025-07-13T00:00:00Z,2025-07-14T00:00:00Z,2025-07-14T00:00:00Z,-0.6048634891931303,0.029007287669632436
ES-model,ES,ES-synthetic,2025-07-14T00:00:00Z,2025-07-14T00:00:00Z,2025-07-14T00:00:00Z,2025-07-15T00:00:00Z,2025-07-15T00:00:00Z,0.8839390822289681,0.019438350478325768
ES-model,ES,ES-synthetic,2025-07-15T00:00:00Z,2025-07-15T00:00:00Z,2025-07-15T00:00:00Z,2025-07-16T00:00:00Z,2025-07-16T00:00:00Z,-0.635211189080095,0.011357847800921162
ES-model,ES,ES-synthetic,2025-07-16T00:00:00Z,2025-07-16T00:00:00Z,2025-07-16T00:00:00Z,2025-07-17T00:00:00Z,2025-07-17T00:00:00Z,-1.4474888644649915,0.0030601020467750824
ES-model,ES,ES-synthetic,2025-07-17T00:00:00Z,2025-07-17T00:00:00Z,2025-07-17T00:00:00Z,2025-07-18T00:00:00Z,2025-07-18T00:00:00Z,1.0507808989513372,0.026717620181405305
ES-model,ES,ES-synthetic,2025-07-18T00:00:00Z,2025-07-18T00:00:00Z,2025-07-18T00:00:00Z,2025-07-19T00:00:00Z,2025-07-19T00:00:00Z,0.9840444542938359,0.0168356997079547
ES-model,ES,ES-synthetic,2025-07-19T00:00:00Z,2025-07-19T00:00:00Z,2025-07-19T00:00:00Z,2025-07-20T00:00:00Z,2025-07-20T00:00:00Z,1.310069078725206,0.006293052859706271
NQ-model,NQ,NQ-synthetic,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,2025-01-01T00:00:00Z,2025-01-02T00:00:00Z,2025-01-02T00:00:00Z,-3.5977779286267797,0.0073416474544679726
NQ-model,NQ,NQ-synthetic,2025-01-02T00:00:00Z,2025-01-02T00:00:00Z,2025-01-02T00:00:00Z,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,-2.2772419420299492,-0.0042309222879575205
NQ-model,NQ,NQ-synthetic,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,2025-01-03T00:00:00Z,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,-0.5838204936634355,-0.007447933483977238
NQ-model,NQ,NQ-synthetic,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,2025-01-04T00:00:00Z,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z,0.30106632263725497,-0.023013455332130093
NQ-model,NQ,NQ-synthetic,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z,2025-01-05T00:00:00Z,2025-01-06T00:00:00Z,2025-01-06T00:00:00Z,0.6551608778733443,-0.005873311647955204
NQ-model,NQ,NQ-synthetic,2025-01-06T00:00:00Z,2025-01-06T00:00:00Z,2025-01-06T00:00:00Z,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,0.058521304992027345,-0.011239978316635195
NQ-model,NQ,NQ-synthetic,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,2025-01-07T00:00:00Z,2025-01-08T00:00:00Z,2025-01-08T00:00:00Z,-1.381738649644678,0.0002813562051602939
NQ-model,NQ,NQ-synthetic,2025-01-08T00:00:00Z,2025-01-08T00:00:00Z,2025-01-08T00:00:00Z,2025-01-09T00:00:00Z,2025-01-09T00:00:00Z,-1.6285536324574976,0.013600132158112592
NQ-model,NQ,NQ-synthetic,2025-01-09T00:00:00Z,2025-01-09T00:00:00Z,2025-01-09T00:00:00Z,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,-2.2462928022624977,-0.007305697062317647
NQ-model,NQ,NQ-synthetic,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,2025-01-11T00:00:00Z,2025-01-11T00:00:00Z,-1.7056722116270016,-0.0035130175276573373
NQ-model,NQ,NQ-synthetic,2025-01-11T00:00:00Z,2025-01-11T00:00:00Z,2025-01-11T00:00:00Z,2025-01-12T00:00:00Z,2025-01-12T00:00:00Z,-1.6094745950239484,-0.0007543506584937998
NQ-model,NQ,NQ-synthetic,2025-01-12T00:00:00Z,2025-01-12T00:00:00Z,2025-01-12T00:00:00Z,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z,0.5860340379302338,-0.009230937802616294
NQ-model,NQ,NQ-synthetic,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z,-0.3443307506030497,-0.0011426090109690427
NQ-model,NQ,NQ-synthetic,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z,-0.622095331454584,0.000031818413935207765
NQ-model,NQ,NQ-synthetic,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,-0.461376530685268,0.0019295624032865865
NQ-model,NQ,NQ-synthetic,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,0.4803309483365077,0.012861208992029013
NQ-model,NQ,NQ-synthetic,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,0.9920084313745867,0.009357949658318807
NQ-model,NQ,NQ-synthetic,2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,-0.23238262151353906,0.02321509395862579
NQ-model,NQ,NQ-synthetic,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,-0.6039930292036723,0.0033666727874328587
NQ-model,NQ,NQ-synthetic,2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,0.07944471821826316,0.00043298298759874556
NQ-model,NQ,NQ-synthetic,2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,2.567566345182597,0.00622573115859356
NQ-model,NQ,NQ-synthetic,2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,1.2743527029831676,-0.013950565875244564
NQ-model,NQ,NQ-synthetic,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,0.5431354590317017,-0.00884365682122042
NQ-model,NQ,NQ-synthetic,2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,-0.5486231893098727,-0.0083556857937783
NQ-model,NQ,NQ-synthetic,2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,-0.4501985416743149,0.0034046462063387567
NQ-model,NQ,NQ-synthetic,2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,-0.7245334036223638,0.020442987213174654
NQ-model,NQ,NQ-synthetic,2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,1.1363224930918765,0.02262465054909566
NQ-model,NQ,NQ-synthetic,2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,1.2421046184081832,0.03725139028655852
NQ-model,NQ,NQ-synthetic,2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,0.2676762849923152,0.022342110623645405
NQ-model,NQ,NQ-synthetic,2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,-1.256470059863212,0.020773861988900112
NQ-model,NQ,NQ-synthetic,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,0.17657692526345492,0.007196195717554977
NQ-model,NQ,NQ-synthetic,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,0.3095793320005329,0.002182142356970891
NQ-model,NQ,NQ-synthetic,2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,0.851625518417399,0.00020612722319489517
NQ-model,NQ,NQ-synthetic,2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,0.711517579126067,0.00508774697534471
NQ-model,NQ,NQ-synthetic,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,0.7024543775624077,0.002012835549062244
NQ-model,NQ,NQ-synthetic,2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,0.11439439045359656,-0.008155883675151828
NQ-model,NQ,NQ-synthetic,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,-1.184719661001282,-0.0017174687098166182
NQ-model,NQ,NQ-synthetic,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,-2.3380509701165044,-0.01027128742429415
NQ-model,NQ,NQ-synthetic,2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,-1.5770542048002598,-0.010255099750240393
NQ-model,NQ,NQ-synthetic,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,-2.1496584336039177,0.010966895728147486
NQ-model,NQ,NQ-synthetic,2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,-0.45138960926525806,0.003401575430467847
NQ-model,NQ,NQ-synthetic,2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,-1.9999705667881438,-0.0047677538122328075
NQ-model,NQ,NQ-synthetic,2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,-1.3485052824193395,-0.006808214210101467
NQ-model,NQ,NQ-synthetic,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,-1.3700725607946556,-0.019362114697837274
NQ-model,NQ,NQ-synthetic,2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,-0.7513228440434286,-0.007019720136114967
NQ-model,NQ,NQ-synthetic,2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,-2.1536393330803993,0.016955194048419848
NQ-model,NQ,NQ-synthetic,2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,-1.4175823714333093,0.00800368388199411
NQ-model,NQ,NQ-synthetic,2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,-3.4196410760740665,-0.0009924786662524965
NQ-model,NQ,NQ-synthetic,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,-2.7995317473964985,-0.0020022111062995107
NQ-model,NQ,NQ-synthetic,2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,-2.3392098893910043,-0.012702734301135075
NQ-model,NQ,NQ-synthetic,2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,-2.66308130391481,0.0005324150399041244
